Mean CV Accuracy	Test Accuracy	F1 Score	AUC Accuracy	Combination
0.9118577075098815	0.8214285714285714	0.7826086956521738	0.8796791443850268	filtered_SNP_Data
0.7324110671936759	0.7857142857142857	0.7	0.8277777777777777	filtered_CNA_Data
0.8210526315789473	0.5833333333333334	0.28571428571428575	0.7272727272727273	filtered_mRNA_Data
0.6162055335968379	0.5714285714285714	0.4000000000000001	0.5611111111111111	ProcessedClinicalData
0.6631578947368422	0.75	0.625	0.8321678321678321	FinalCibersortData
0.9110671936758894	0.8928571428571429	0.8571428571428572	0.8983957219251336	filtered_SNP_Data + filtered_CNA_Data
0.9052631578947368	0.7916666666666666	0.6153846153846153	0.9037037037037037	filtered_SNP_Data + filtered_mRNA_Data
0.8845849802371543	0.7857142857142857	0.7272727272727273	0.8342245989304813	filtered_SNP_Data + ProcessedClinicalData
0.8842105263157893	0.8333333333333334	0.7142857142857143	0.8148148148148149	filtered_SNP_Data + FinalCibersortData
0.8631578947368421	0.625	0.47058823529411764	0.7785714285714286	filtered_CNA_Data + filtered_mRNA_Data
0.716205533596838	0.75	0.588235294117647	0.7944444444444444	filtered_CNA_Data + ProcessedClinicalData
0.7368421052631579	0.6666666666666666	0.33333333333333337	0.8071428571428572	filtered_CNA_Data + FinalCibersortData
0.7578947368421053	0.625	0.39999999999999997	0.7482517482517483	filtered_mRNA_Data + ProcessedClinicalData
0.768421052631579	0.625	0.39999999999999997	0.8181818181818181	filtered_mRNA_Data + FinalCibersortData
0.631578947368421	0.4166666666666667	0.22222222222222224	0.4357142857142857	ProcessedClinicalData + FinalCibersortData
0.9052631578947368	0.8333333333333334	0.7142857142857143	0.9555555555555556	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data
0.8841897233201582	0.8571428571428571	0.7999999999999999	0.8823529411764706	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData
0.8947368421052632	0.8333333333333334	0.7142857142857143	0.837037037037037	filtered_SNP_Data + filtered_CNA_Data + FinalCibersortData
0.8736842105263157	0.7916666666666666	0.6666666666666667	0.8518518518518519	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData
0.9157894736842105	0.8333333333333334	0.7142857142857143	0.9185185185185185	filtered_SNP_Data + filtered_mRNA_Data + FinalCibersortData
0.8736842105263157	0.7916666666666666	0.6666666666666667	0.8148148148148148	filtered_SNP_Data + ProcessedClinicalData + FinalCibersortData
0.8	0.5833333333333334	0.4444444444444445	0.6642857142857144	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.8526315789473685	0.6666666666666666	0.6	0.692857142857143	filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.7052631578947369	0.625	0.4	0.6428571428571429	filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.7684210526315789	0.5833333333333334	0.28571428571428575	0.7972027972027972	filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.8736842105263157	0.8333333333333334	0.75	0.9481481481481482	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.9052631578947368	0.8333333333333334	0.7142857142857143	0.962962962962963	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.8842105263157893	0.8333333333333334	0.75	0.8296296296296296	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.8947368421052632	0.875	0.823529411764706	0.8740740740740741	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7894736842105263	0.625	0.47058823529411764	0.6000000000000001	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.8947368421052632	0.8333333333333334	0.75	0.9407407407407409	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
