Mean CV Accuracy	Test Accuracy	F1 Score	AUC Accuracy	Combination
0.6063241106719367	0.6071428571428571	0.15384615384615385	0.3957219251336898	filtered_SNP_Data
0.6430830039525692	0.6428571428571429	0.37499999999999994	0.5277777777777778	filtered_CNA_Data
0.8526315789473683	0.5833333333333334	0.37499999999999994	0.7412587412587412	filtered_mRNA_Data
0.6177865612648221	0.5357142857142857	0.48	0.55	ProcessedClinicalData
0.631578947368421	0.5833333333333334	0.4444444444444444	0.6853146853146853	FinalCibersortData
0.6604743083003952	0.39285714285714285	0.5142857142857142	0.4598930481283423	filtered_SNP_Data + filtered_CNA_Data
0.7894736842105263	0.7083333333333334	0.6666666666666666	0.7851851851851852	filtered_SNP_Data + filtered_mRNA_Data
0.6245059288537549	0.42857142857142855	0.2727272727272727	0.4117647058823529	filtered_SNP_Data + ProcessedClinicalData
0.6947368421052632	0.6666666666666666	0.42857142857142855	0.5740740740740741	filtered_SNP_Data + FinalCibersortData
0.7894736842105263	0.75	0.5714285714285715	0.8785714285714286	filtered_CNA_Data + filtered_mRNA_Data
0.607905138339921	0.7142857142857143	0.5555555555555556	0.6444444444444444	filtered_CNA_Data + ProcessedClinicalData
0.6421052631578947	0.5833333333333334	0.28571428571428575	0.5464285714285715	filtered_CNA_Data + FinalCibersortData
0.8315789473684211	0.625	0.39999999999999997	0.7692307692307693	filtered_mRNA_Data + ProcessedClinicalData
0.8421052631578947	0.5833333333333334	0.37499999999999994	0.8111888111888111	filtered_mRNA_Data + FinalCibersortData
0.6947368421052631	0.5416666666666666	0.3529411764705882	0.45	ProcessedClinicalData + FinalCibersortData
0.7684210526315789	0.8333333333333334	0.7777777777777778	0.8222222222222222	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data
0.6320158102766797	0.4642857142857143	0.28571428571428564	0.4385026737967914	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData
0.6526315789473685	0.5416666666666666	0.4210526315789474	0.5074074074074074	filtered_SNP_Data + filtered_CNA_Data + FinalCibersortData
0.7578947368421053	0.7083333333333334	0.46153846153846156	0.762962962962963	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData
0.8105263157894737	0.75	0.6250000000000001	0.6407407407407407	filtered_SNP_Data + filtered_mRNA_Data + FinalCibersortData
0.7157894736842104	0.6666666666666666	0.5555555555555556	0.5259259259259259	filtered_SNP_Data + ProcessedClinicalData + FinalCibersortData
0.7789473684210526	0.7083333333333334	0.5333333333333333	0.8428571428571429	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.7789473684210526	0.75	0.5714285714285715	0.9214285714285714	filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.7263157894736842	0.5	0.4000000000000001	0.44285714285714284	filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.8315789473684211	0.5833333333333334	0.37499999999999994	0.7972027972027972	filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7894736842105263	0.75	0.5714285714285714	0.7333333333333333	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.8105263157894737	0.7916666666666666	0.7058823529411765	0.7851851851851852	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.7263157894736842	0.6666666666666666	0.5555555555555556	0.5259259259259259	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.7894736842105263	0.75	0.6250000000000001	0.7777777777777778	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.8105263157894737	0.625	0.30769230769230765	0.8428571428571429	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7789473684210526	0.75	0.6250000000000001	0.837037037037037	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
