Mean CV Accuracy	Test Accuracy	F1 Score	AUC Accuracy	Combination
0.5991836734693877	0.5967741935483871	0.0	0.4868421052631579	filtered_SNP_Data
0.5910204081632653	0.5806451612903226	0.2777777777777778	0.4583333333333333	filtered_CNA_Data
0.7327272727272727	0.6153846153846154	0.6153846153846154	0.8	filtered_mRNA_Data
0.697391304347826	0.6666666666666666	0.5957446808510638	0.7335858585858588	ProcessedClinicalData
0.6909090909090909	0.5384615384615384	0.5	0.6625	FinalCibersortData
0.5991836734693877	0.5967741935483871	0.0	0.4451754385964912	filtered_SNP_Data + filtered_CNA_Data
0.7709090909090909	0.6153846153846154	0.5454545454545454	0.7857142857142857	filtered_SNP_Data + filtered_mRNA_Data
0.6751690821256038	0.7543859649122807	0.6315789473684211	0.7084398976982097	filtered_SNP_Data + ProcessedClinicalData
0.6527272727272727	0.5384615384615384	0.4	0.5714285714285714	filtered_SNP_Data + FinalCibersortData
0.6927272727272727	0.7692307692307693	0.7272727272727273	0.5714285714285714	filtered_CNA_Data + filtered_mRNA_Data
0.7062801932367149	0.6140350877192983	0.45	0.6494708994708994	filtered_CNA_Data + ProcessedClinicalData
0.6163636363636364	0.46153846153846156	0.4615384615384615	0.4880952380952381	filtered_CNA_Data + FinalCibersortData
0.7066666666666667	0.8461538461538461	0.8333333333333334	0.9047619047619048	filtered_mRNA_Data + ProcessedClinicalData
0.7127272727272728	0.6923076923076923	0.6666666666666666	0.875	filtered_mRNA_Data + FinalCibersortData
0.7066666666666667	0.8461538461538461	0.8333333333333334	0.8571428571428572	ProcessedClinicalData + FinalCibersortData
0.7327272727272727	0.6153846153846154	0.5454545454545454	0.6904761904761905	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data
0.6709178743961351	0.6491228070175439	0.5652173913043478	0.6726342710997442	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData
0.6781818181818181	0.23076923076923078	0.2857142857142857	0.30952380952380953	filtered_SNP_Data + filtered_CNA_Data + FinalCibersortData
0.7066666666666667	0.7692307692307693	0.7272727272727272	0.8333333333333333	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData
0.7672727272727273	0.46153846153846156	0.36363636363636365	0.5595238095238095	filtered_SNP_Data + filtered_mRNA_Data + FinalCibersortData
0.7266666666666666	0.6153846153846154	0.4444444444444444	0.6666666666666666	filtered_SNP_Data + ProcessedClinicalData + FinalCibersortData
0.7533333333333332	0.7692307692307693	0.7272727272727272	0.8	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.7163636363636364	0.6923076923076923	0.6666666666666666	0.7380952380952381	filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.6911111111111111	0.5384615384615384	0.4000000000000001	0.625	filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.7288888888888889	0.8461538461538461	0.8333333333333334	0.8809523809523809	filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7511111111111111	0.6923076923076923	0.6666666666666666	0.8571428571428572	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.7327272727272727	0.46153846153846156	0.4615384615384615	0.7023809523809523	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.7288888888888889	0.6923076923076923	0.6	0.6904761904761905	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.7266666666666667	0.7692307692307693	0.7272727272727272	0.761904761904762	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7333333333333333	0.6923076923076923	0.6	0.85	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7488888888888888	0.6923076923076923	0.6666666666666666	0.7142857142857143	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
