Mean CV Accuracy	Test Accuracy	F1 Score	AUC Accuracy	Combination
0.8577075098814229	0.8214285714285714	0.761904761904762	0.8636363636363636	filtered_SNP_Data
0.7328063241106719	0.7857142857142857	0.625	0.8444444444444444	filtered_CNA_Data
0.7894736842105263	0.625	0.39999999999999997	0.8671328671328671	filtered_mRNA_Data
0.5893280632411066	0.6785714285714286	0.30769230769230765	0.6166666666666667	ProcessedClinicalData
0.6526315789473685	0.7083333333333334	0.5333333333333333	0.7342657342657343	FinalCibersortData
0.8845849802371542	0.8571428571428571	0.8181818181818182	0.9144385026737968	filtered_SNP_Data + filtered_CNA_Data
0.8947368421052632	0.7916666666666666	0.6666666666666667	0.8814814814814815	filtered_SNP_Data + filtered_mRNA_Data
0.8660079051383398	0.8214285714285714	0.761904761904762	0.8502673796791445	filtered_SNP_Data + ProcessedClinicalData
0.8631578947368421	0.7916666666666666	0.6153846153846153	0.7555555555555555	filtered_SNP_Data + FinalCibersortData
0.8315789473684211	0.75	0.6666666666666665	0.8785714285714286	filtered_CNA_Data + filtered_mRNA_Data
0.715810276679842	0.7142857142857143	0.6	0.7777777777777778	filtered_CNA_Data + ProcessedClinicalData
0.7894736842105263	0.625	0.5263157894736842	0.7785714285714287	filtered_CNA_Data + FinalCibersortData
0.7684210526315789	0.5416666666666666	0.15384615384615385	0.8251748251748252	filtered_mRNA_Data + ProcessedClinicalData
0.7999999999999999	0.7083333333333334	0.5882352941176471	0.8251748251748252	filtered_mRNA_Data + FinalCibersortData
0.6526315789473685	0.5833333333333334	0.16666666666666669	0.5428571428571428	ProcessedClinicalData + FinalCibersortData
0.8842105263157893	0.9166666666666666	0.8888888888888888	0.9481481481481482	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data
0.8845849802371542	0.8571428571428571	0.8181818181818182	0.8877005347593582	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData
0.8315789473684211	0.8333333333333334	0.7777777777777778	0.8962962962962964	filtered_SNP_Data + filtered_CNA_Data + FinalCibersortData
0.9052631578947368	0.8333333333333334	0.7142857142857143	0.8222222222222222	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData
0.8842105263157896	0.875	0.823529411764706	0.8814814814814815	filtered_SNP_Data + filtered_mRNA_Data + FinalCibersortData
0.894736842105263	0.8333333333333334	0.7142857142857143	0.7851851851851852	filtered_SNP_Data + ProcessedClinicalData + FinalCibersortData
0.8	0.75	0.7	0.8642857142857143	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.8210526315789473	0.7916666666666666	0.761904761904762	0.9214285714285715	filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.7473684210526315	0.6666666666666666	0.4285714285714285	0.7	filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.8	0.5833333333333334	0.16666666666666669	0.8461538461538461	filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.8736842105263157	0.875	0.823529411764706	0.9481481481481482	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData
0.8947368421052632	0.9166666666666666	0.8888888888888888	0.9481481481481482	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + FinalCibersortData
0.8736842105263157	0.875	0.8	0.9185185185185185	filtered_SNP_Data + filtered_CNA_Data + ProcessedClinicalData + FinalCibersortData
0.9157894736842105	0.875	0.8	0.8814814814814815	filtered_SNP_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.7894736842105263	0.75	0.7	0.8785714285714286	filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
0.8842105263157896	0.875	0.8	0.9481481481481482	filtered_SNP_Data + filtered_CNA_Data + filtered_mRNA_Data + ProcessedClinicalData + FinalCibersortData
